School
"Dr. A.P.J Abdul Kalam University, School of Management Sciences - [SMS], Varanasi"
"ACN College of Engineering and Managment Studies, [ACNCEMS] Aligarh"
"ACN School of Business , Aligarh"
"ACN School of Business, Aligarh"
"Acropolis Faculty of Management and Research - [AFMR], Indore"
"Acropolis Faculty of Management and Research, [AFMR] Indore"
"Acropolis Faculty of Management and Research, Indore"
"Acropolis Institute of Technology & Research, Indore"
"Acropolis Institute of Technology and Research - [AITR], Bhopal"
"Acropolis Institute of Technology and Research (AITR) , Indore"
"Acropolis Institute of Technology and Research, [AITR] Bhopal"
"Acropolis Technical Campus (ATC Indore) , Indore"
"Acropolis Technical Campus, Indore"
"Adaikala Matha College, [AMC] Thanjavur"
"Adaikalamatha Institute of Management - [AIM], Vallam"
"Adaikalamatha Institute of Management, Thanjavur"
"Adam's Engineering College - [ADAM], Khammam"
"Adam's Engineering College , Khammam"
"Adamas University , Barasat, Kolkata"
"Adamas University, [AU] North 24 Parganas"
"Adamas University, Kolkata"
"Adamas University, North 24 Parganas"
"Adams Engineering College, [AEC] Khammam"
"Adams Engineering College, Khammam"
"Adani Institute of Infrastructure Management - [AIIM], Ahmedabad"
"Adani Institute of Infrastructure Management (AIIM) , S.G Road, Ahmedabad"
"Adani Institute of Infrastructure Management, [AIIM] Ahmedabad"
"Adani Institute of Infrastructure Management, Ahmedabad"
"Adarsh Bhartiya College, Pathankot"
"Adarsh Business School - [ABS], Bangalore"
"Adarsh Business School, [ABS] Bangalore"
"Adarsh College of Arts and Commerce, [ACAC] Thane"
"Adarsh College of Engineering - [ACEE], Chebrole"
"Adarsh College of Engineering, [ACE] East Godavari"
"Adarsh Institute of Management and Information Technology - [AIMIT], Bangalore"
"Adarsh Institute of Management and Information Technology (AIMIT Chamrajpet) , Chamrajpet, Bangalore"
"Adarsh Institute of Management and Information Technology, [AIMIT] Bangalore"
"Adarsh Institute of Management and Information Technology, Bangalore"
"Adarsha Science Jairamdas Bhagchand Arts and Birla Commerce Mahavidyalaya, Amravati"
"Adarsha Vidya Kendra First Grade College, Bangalore"
"Addanki Institute of Management and Sciences, Ongole"
"Adept Institute of Management Studies and Research, Dharwad"
"Adesh Institute of Engineering and Technology , Faridkot"
"Adesh Institute of Engineering and Technology, [AIET] Faridkot"
"Adesh Institute of Engineering and Technology, Faridkot"
"Adesh University, Bhatinda"
"Adhalrao Patil Institute of Management and Research, Ambegaon"
"Adharshila College of  Education - [ACE], Meerut"
"Adharshila College of Education, [ACE] Meerut"
"Adhi College of Engineering and Technology , Kanchipuram"
"Adhiparasakthi College of Engineering Arcot - [APCE], Vellore"
"Adhiparasakthi Engineering College - [APEC], Kanchipuram"
"Adhiparasakthi Engineering College (APEC Melmaruvathur) , Tamil Nadu - Other"
"Adhiparasakthi Engineering College, [AEC] Vellore"
"Adhiyamaan College of Engineering (ACE Hosur) , Hosur"
"Adhiyamaan College of Engineering, Krishnagiri"
"Adhunik Institute of Productivity Management and Research, Ghaziabad"
"Adi Shankara Institute of Engineering & Technology, Kalady"
"Adi Shankara Institute of Engineering and Technology - [ASIET] Kalady, Ernakulam"
"Adi Shankara Institute of Engineering and Technology(ASIET) , Ernakulum"
"Adianta School for Leadership and Innovation , Chattarpur, Delhi"
"Adichunchanagiri Institute of Technology (AIT, Karnataka) , Karnataka - Other"
"Adikavi Nannaya University, [ANU] Rajamundhry"
"Adikavi Nannaya University, Rajahmundhry"
"Adikavi Nannaya University, Rajahmundry"
"Adithya Institute of Management, [AIM] Bangalore"
"Adithya Institute of Management, Bangalore"
"Adithya Institute of Technology - [AIT], Coimbatore"
"Adithya Institute of Technology (AIT Coimbatore) , Coimbatore"
"Adithya Institute of Technology, [AIT] Coimbatore"
"Aditya College of Engineering , Andhra Pradesh - Other"
"Aditya College Of Engineering and Technology - [ACET], East Godavari"
"Aditya College of MBA, [ACMBA] Beed"
"Aditya College of MBA, Beed"
"Aditya College, [AC] Gwalior"
"Aditya College, Gwalior"
"Aditya Degree College, [ADC] Kakinada"
"Aditya Degree College, [ADC] Vishakhapatnam"
"Aditya Degree College, Kakinada"
"Aditya Degree Colleges, Kakinada"
"Aditya Engineering College - [AEC] Surampalem , East Godavari"
"Aditya Engineering College (AEC Surampalem) , East Godavari"
"Aditya Engineering College, [AEC] Surampalem"
"Aditya Global Business School, Surampalem"
"Aditya Institute of Management - [AIM] Narhe, Pune"
"Aditya Institute of Management Studies and Research - [AIMSR], Bangalore"
"Aditya Institute of Management Studies and Research - [AIMSR], Mumbai"
"Aditya Institute of Management Studies and Research (AIMSR, Bangalore) , Yelahanaka, Bangalore"
"Aditya Institute of Management Studies and Research, [AIMSR] Bangalore"
"Aditya Institute of Management Studies and Research, [AIMSR] Mumbai"
"Aditya Institute of Management Studies and Research, Bangalore"
"Aditya Institute of Management Studies and Research, Mumbai"
"Aditya Institute of Management Studies and Research, Mumbai (AIMSR) , Borivali West, Mumbai"
"Aditya Institute of Management Studies, Idukki"
"Aditya Institute of Management, [AIM] Pune"
"Aditya Institute of Management, Pune"
"Aditya Institute of Technology and Management -[AITAM], Tekkali"
"Aditya Institute of Technology and Management , Andhra Pradesh - Other"
"Aditya Institute of Technology and Management, [AITM] Srikakulam"
"Aditya M.B.A College , Maharashtra - Other"
"Administrative Management College - [AMC], Bangalore"
"Administrative Management College , Bannerghatta Road, Bangalore"
"Administrative Management College, [AMC] Bangalore"
"Administrative Management College, Bangalore"
"Administrative Staff College of India - [ASCI], Hyderabad"
"Administrative Staff College of India , Banjara Hills, Hyderabad"
"Administrative Staff College of India, Hyderabad"
"ADN Medical College and Paramedical Science, [ADNMCPS] Nagpur"
"ADN Medical College and Paramedical Science, Nagpur"
"Adoni Arts and Science College, [AASC] Kurnool"
"Advance Institute of Management - [AIM], Ghaziabad"
"Advance Institute of Management , Ghaziabad"
"Advance Institute of Management, [AIM] Ghaziabad"
"Advanced Educational Institutions (AEI Palwal) , Haryana - Other"
"Advanced Institute of Management - [AIM], New Delhi"
"Advanced Institute of Management [AIM], New Delhi"
"Advanced Institute of Modern Management and Technology, Kolkata"
"Advanced Institute of Technology Management - [AITM], Palwal"
"Advanced Institute of Technology Management, [AITM] Palwal"
"Advanced Management College - [AMC], Bangalore"
"Advanced Management College, [AMC] Bangalore"
"Advent Institute , Udaipur"
"Advent Institute of Management Studies, [AIMS] Udaipur"
"Advent Institute of Management Studies, Udaipur"
"Advent Institute, Udaipur"
"Adventure Flight Education , Ameerpet, Hyderabad"
"Adventure Flight Education , Royapettah, Chennai"
"Adventure Flight Education, Mumbai , Bandra East, Mumbai"
"AECS Pavan College of Management Sciences, [AECSPCMS] Kolar"
"Aegis Global Academy (IIM, Indore Program), Jammu & Kashmir , Jammu & Kashmir - Other"
"Aegis School of Business & Telecommunication, Navi Mumbai , Navi Mumbai"
"Aegis School of Business and Telecommunication , Koramangala, Bangalore"
"Aegis School of Business and Telecommunication, Mumbai"
"Aegis School of Telecommunication, Maharashtra , Navi Mumbai"
"AES Institute of Management and Business Administration, [AESIMBA] Ahmednagar"
"AES's Institute of Management and Business Administration - [IMBA] Akole, Ahmed Nagar"
"Affinity Business School , Bhubaneswar"
"Affinity Business School, Bhubaneswar"
"Aggarwal College Distance MBA, Faridabad"
"Aggarwal College, Ballabgarh"
"AGL Degree and PG College, [AGLDPGC] Vishakhapatnam"
"AGL Degree and PG College, Visakhapatnam"
"Agni College of Technology , Old Mahabalipuram Road, Chennai"
"Agni College of Technology, [ACT] Chennai"
"Agni College of Technology, Chennai"
"Agni School of Business Excellence , Tiruchirappalli"
"Agni School Of Business Excellence Vadamadurai - [ASBEX], Dindigul"
"Agni School of Business Excellence, Dindigul"
"Agra College of Management and Technology - [ACMT], Firozabad"
"Agra College of Management and Technology, [ACMT] Firozabad"
"Agragami Group of Educational Institution, Bangalore"
"Agragami Institute of Management and Technology , Yelahanaka, Bangalore"
"Agrawal Institute of Management and Technology - [AIMT], Nashik"
"Agrawal Institute of Management and Technology, Nashik"
"Agriculture And Food Management Institute (AFMI) , Karnataka - Other"
"Ahalia School of Management, Palakkad"
"Ahmedabad Institute of Technology , Gota, Ahmedabad"
"Ahmedabad Institute of Technology, [AIT] Ahmedabad"
"Ahmedabad Instiute of Technology, Ahmedabad"
"Ahmedabad Management Association, Ahmedabad"
"Ahmedabad University , Navrangpura, Ahmedabad"
"Ahmedabad University, [AU] Ahmedabad"
"Ahmedabad University, Ahmedabad"
"AICAR Business School, [AICARBS] Raigad"
"AICAR Business School, Raigarh"
"AIHM , Noida"
"Aiman College of Arts and Science, [AIMAN College] Tiruchirappalli"
Aimfill International (Aimfill)
"Aimfill International (Aimfill) , Jayanagar, Bangalore"
"Aimfill International, Calicut , Calicut"
"Aimfill International, Coimbatore , Coimbatore"
"Aimfill International, Hyderabad , SD Road, Hyderabad"
"Aimfill International, Thiruvananthapuram , Thiruvananthapuram"
"Aimfill International, Visakhapatnam , Visakhapatnam"
"AIMS Institute of Management Studies, Pune"
"AIMS Institute of Management Studies, Pune (AIMS, Pune) , Wakad, Pune"
"AIMS Institutes (AIMS) , Peenya, Bangalore"
"AIMS Institutes, [AIMS] Bangalore"
"AIMS Institutes, Bangalore"
"AIMS Syndicate, Bardhaman"
"Airborne Academy, New Delhi"
"AISECT University , Bhopal"
"AISECT University, Bhopal"
"Aishwarya College of Education, Jodhpur"
"Aishwarya Institute of Management and Information Technology - [AIM&IT], Udaipur"
"Aishwarya Institute of Management and Information Technology , Udaipur"
"Aishwarya Institute of Management and Information Technology, Udaipur"
"Aishwarya Institute of Management Studies and Research - [AIMSR], Bangalore"
"Aishwarya Institute of Management Studies and Research, [AIMSR] Bangalore"
"AISSMS Institute of Management - [AISSMSIOM], Pune"
"AISSMS Institute of Management, Pune"
"Aizaz Rizvi College of Journalism and Mass Communication - [ARCJMC], Lucknow"
"Aizaz Rizvi College of Journalism and Mass Communication, [ARCJMC] Lucknow"
"Aizza College of Engineering and Technology - [AZCET], Adilabad"
"Aizza College of Engineering and Technology , Telangana-Other"
"Aizza College of Engineering and Technology, [ACET] Adilabad"
"AJ Aviation Academy, [AJAA] Bangalore"
"AJ Aviation Academy, Bangalore"
"AJ Institute of Management, Mangalore"
"Ajay Binay Institute of Technology - [ABIT], Cuttack"
"Ajay Binay Institute of Technology , Cuttack"
"Ajay Binay Institute of Technology, [ABIT]  Cuttack"
"Ajay Kumar Garg Institute of Management - [AKGIM], Ghaziabad"
"Ajay Kumar Garg Institute of Management (AKGIM - UP) , Ghaziabad"
"Ajeenkya DY  Patil University - [ADYPU], Pune"
"Ajeenkya DY Patil University - School of Film and Media (ADYPU-SOF&M) , Lohegaon, Pune"
"Ajeenkya DY Patil University - School of Management (ADYPU-SOM) , Lohegaon, Pune"
"Ajeenkya DY Patil University, Pune"
"Ajeenkya DY Patil University, School of Film and Media, Pune"
"Ajeenkya DY Patil University, School of Management, Pune"
"AJK College of Arts and Science, Coimbatore"
"AJK Institute of Management, Navakkarai"
"Ajmer Institute of Technology , Ajmer"
"Ajmer Institute of Technology, [AIT] Ajmer"
"Ajmer Institute of Technology, Ajmer"
"AJMVP New Arts Commerce and Science College, Ahmednagar"
"Akal College of Economics, Commerce and Management, Sirmaur"
"Akal Degree College, Sangrur"
"AKB Institute of Finance and Management, [AKBIFM] Faridabad"
"Akbar Academy, [AA] Thiruvananthapuram"
"Akemi Business School , Tathawade, Pune"
"Akemi Business School Marunji, Pune"
"Akemi Business School, Pune"
"Akila College of Engineering and Management Technology, [ACEMT] Bathinda"
"Akila College of Engineering and Management Technology, Bathinda"
"Akkineni Nageswara Rao College - [ANR], Krishna"
"Akkineni Nageswara Rao College , Andhra Pradesh - Other"
"Akkineni Nageswara Rao College, [ANRC] Krishna"
"Akkineni Nageswara Rao College, Gudivada"
"Aklia College of Engineering and Management Technology, Bathinda"
"Aklia Degree College, Bathinda"
"Akole Taluka Education Society's Technical Campus, Ahmednagar"
"AKRG College of Engineering & Technology -[AKRGCET], Eluru"
"AKRG College of Engineering and Technology , Andhra Pradesh - Other"
"AKRG College of Engineering and Technology, [AKRGCET] Rangareddi"
"AKS Institute of Management Excellence - [AKSIME], Noida"
"AKS Institute of Management Excellence, Noida"
"AKS Management College , Lucknow"
"AKS Management College, Lucknow"
"AKS University, [AKSU] Satna"
"AKS University, Satna"
"Akshaya Institute of Management Studies - [AIMS], Coimbatore"
"Akshaya institute of Management Studies , Coimbatore"
"Akshaya Institute of Management Studies, [AIMS] Coimbatore"
"Al  Ameen Institute of Management Studies, Bangalore"
"Al Ameen College Edathala, [ACE] Ernakulam"
"Al Ameen Education & Medical Foundation’s, College of Engineering & Management Studies , Taluka Shirur, Pune"
"Al Ameen Institute of Management Studies, Bangalore"
"Al Azhar College of Arts and Science, Idukki"
"Al Falah University, Faridabad"
"Al Habeeb College of Engineering and Technology - [AHCET] Chevella, Rangareddi"
"Al Jamia Arts and Science College, Valambur"
"Al Quarmoshi Institute of Business Management (AQIBM, Hyderabad) , Barkas, Hyderabad"
"Al Qurmoshi Institute of Business Management, Hyderabad"
"Al-Ameen College, Edathala"
"Al-Ameen Institute of Management Studies , Hosur Road, Bangalore"
"Al-Ameer College of Engineering and Information Technology, Visakhapatnam"
"Al-Barkaat Institute of Management Studies, Aligarh"
"Al-Falah School of Engineering and Technology , Faridabad"
"Al-Falah School of Engineering and Technology, [ASET] Haryana"
"Al-Falah university - [AFU], Faridabad"
"Al-Habeeb College of Engineering and Technology (AHCET) , Chevella, Hyderabad"
"Al-Quarmoshi Institute of Business Management, Hyderabad"
"Alagappa Government Arts College, Karaikudi"
"Alagappa Institute of Management - [AIM], Karaikudi"
"Alagappa Institute of Management, Karaikudi"
"Alagappa Institute of Technology, Chennai"
"Alagappa University , Karaikudi"
"Alagappa University Directorate of Distance Education, [AU-DDE] Kanchipuram"
"Alagappa University, [AU] Karaikudi"
"Alagappa University, Directorate of Distance Education - [DDE], Karaikudi"
"Alagappa University, Karaikudi"
"Alakh Prakash Goyal Shimla University, Shimla"
"AlAmeer College of Engineering and Technology, [AACET] Vishakhapatnam"
"Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET], Thane"
"Alamuri Ratnamala Institute of Engineering and Technology (ARMIET) , Thane West, Thane"
"Alamuri Ratnamala Institute of Engineering and Technology, [ARIET] Thane"
"Alard College of Business Studies, Pune"
"Alard Group of Institutes , Gultekadi, Pune"
"Alard Institute of Management Sciences , Hinjewadi, Pune"
"Alard Institute of Management Sciences, [AIMS] Pune"
"Alard Institute of Management Sciences, Pune"
"Alard School of Business Management, [ASBM] Pune"
"Alard School of Business Management, Pune"
"AlBarkaat Institute of Management Studies, Aligarh"
"Albertian Institute of Management- [AIM], Cochin"
"Alexander College, Burnaby, Canada"
"Algol School of Management and Technology, Gurgaon"
"AlHabeeb College of Engineering and Technology, [AHCET] Rangareddi"
"Aliah University , Kolkata"
"Aligarh College of Engineering and Technology-[ACET], Ghaziabad"
"Aligarh College of Engineering and Technology, [ACET] Aligarh"
"Aligarh Muslim University - [AMU], Aligarh"
"Aligarh Muslim University Malappuram Centre, Malappuram"
"Aligarh Muslim University, [AMU] Aligarh"
"Aligarh Muslim University, Aligarh"
"Alkesh Dinesh Mody Institute for Financial and Management Studies , Kalina, Mumbai"
"Alkesh Dinesh Mody Institute for Financial and Management Studies, Mumbai"
"All India Institute of Management Studies, [AIIMAS] Chennai"
"All India Institute of Medical Sciences, [AIIMS] New Delhi"
"All India Institute of Technology and Management -[AIITM], Chennai"
"All India Jat Heros Memorial College, Rohtak"
"All India Management Association - [AIMA], New Delhi"
"All India Management Association, [AIMA] New Delhi"
"All India Management Association, Delhi"
"All India Shri Shivaji Memorial Society's Institute of Management, [AISSMSIM] Pune"
"All Saints College, Bhopal"
"Allahabad Institute of Engineering & Technology - [AIET], Allahabad"
"Allahabad Institute of Engineering & Technology, [AIET] Allahabad"
"Allahabad University, [AU] Allahabad"
"Allahabad University, Allahabad"
"Allama Iqbal Institute of Management - [AIIM], Thiruvananthapuram"
"Allama Iqbal Institute of Management , Thiruvananthapuram"
"Allama Iqbal Institute of Management, Thiruvananthapuram"
"Allana Institute of Management Science, Pune"
"Allana Institute of Management Sciences , Camp, Pune"
"Allana Institute of Management Sciences, [AIMS] Pune"
"Allana Institute of Management Sciences, Pune"
"Allana Institute of Management Studies, Mumbai"
"Alliance Ascent College- Alliance University , BTM 2nd Stage, Bangalore"
"Alliance Ascent College, Bangalore"
"Alliance Business School, Bangalore"
"Alliance Institute of Management and Institute of Hotel Management, Visakhapatnam"
"Alliance School of Business - Alliance University , Anekal, Bangalore"
"Alliance School of Business, Bangalore"
"Alliance University - [AU], Bangalore"
"Alliance University, [AU] Bangalore"
"Alliance University, Bangalore"
"Allum Karibasappa Institue of Management, Bellary"
"Allum Karibasappa Institute of Management, Bellary"
"Alluri Institute of Management Science - [AIMS], Warangal"
"Alluri Institute of Management Science, Warangal"
"Alluri Institute of Management Sciences (AIMS, Warangal) , Warangal"
"Alluri Institute of Management Sciences, Warangal"
"Alpha Arts and Science College - [AASC], Chennai"
"Alpha Arts and Science College, [AASC] Chennai"
"Alpha College of Engineering (Alpha COE Chennai) , Poonamallee, Chennai"
"Alpha College of Engineering, [ACE] Chennai"
"Alpha College of Engineering, Chennai"
"Alpha Institute of Management, Tiruchengode"
"Alphia Institute of Business Management, Bhubaneswar , Bhubaneswar"
"Alphia Institute of Business Management, Guwahati , Guwahati"
"Alphonsa Arts and Science College, Wayanad"
"Alpine Institute of Technology - [AIT], Ujjain"
"Alpine Institute of Technology (AIT Ujjain) , Ujjain"
"Alpine Institute of Technology, [AIT] Ujjain"
"Altius Institute of Universal Studies, Indore"
"Alva's College, Moodbidri"
"Alva's Institute of Engineering and Technology, [AIET] Mangalore"
"Alva's Institute of Engineering and Technology, Mangalore"
"Alwar Institute of Engineering and Technology - [AIET], Alwar"
"Alwar Institute of Engineering and Technology, [AIET] Alwar"
"Alwar Management Studies, Alwar"
"Alwar School of Business - [ASB], Visakhapatnam"
"Alwar School of Business (ASBC Visakhapatnam) , Visakhapatnam"
"AM Jain College, Chennai"
"AM Reddy Memorial College of Engineering and Technology, Guntur"
"Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College, Ropar"
"Amara Institute of Engineering and Technology - [AIET], Guntur"
"Amara Institute of Engineering and Technology, [AIET] Guntur"
"Amardeep Singh Shergill Memorial College - [ASSM], Nawanshahr"
"Amardeep Singh Shergill Memorial College, [ASSMC] Nawan Shehar"
"Amardeep Singh Shergill Memorial College, Mukandpur"
"Amazon Institute of Hotel Tourism and Management, Dehradun"
"Ambalika Institute of Management and Technology - [AIMT], Lucknow"
"Ambalika Institute of Management and Technology (AIMT Lucknow) , Lucknow"
"Ambalika Institute of Management and Technology, [AIMT] Lucknow"
"Ambedkar Institute of Management Studies - [AIMS], Visakhapatnam"
"Ambedkar Institute of Management Studies (AIMS, Vishakhapatnam) , Visakhapatnam"
"Ambedkar Institute of Management Studies, [AIMS] Vishakhapatnam"
"Ambedkar Institute of Management Studies, Visakhapatnam"
"Ambedkar University Delhi - [AUD], New Delhi"
"AMC Engineering College - [AMC], Bangalore"
"AMC Engineering College (AMCEC) , Bannerghatta Road, Bangalore"
"AMET Business School, Chennai"
"AMET University (AMETU) , Kanathur, Chennai"
